modified,publisher.name,publisher.subOrganizationOf.name,contactPoint.fn,keyword
2016-01-21,General Services Administration,,Usha Gopal,Awards
2016-01-21,General Services Administration,,Usha Gopal,Contracts
2016-01-21,General Services Administration,,Usha Gopal,Quote
2016-01-21,General Services Administration,,Usha Gopal,RFQ
2016-01-21,General Services Administration,,Usha Gopal,Schedules
2016-01-21,General Services Administration,,Usha Gopal,e-Buy
2016-01-21,General Services Administration,,Usha Gopal,procurement
2016-01-21,General Services Administration,,Usha Gopal,<nil>
2017-05-15,General Services Administration,,Mick Harris,Assignment Plan
2017-05-15,General Services Administration,,Mick Harris,CIO
2017-05-15,General Services Administration,,Mick Harris,Common Baseline
2017-05-15,General Services Administration,,Mick Harris,FITARA
2017-05-15,General Services Administration,,Mick Harris,GSA IT
2017-05-15,General Services Administration,,Mick Harris,Implementation Plan
2017-05-15,General Services Administration,,Mick Harris,<nil>
2022-07-28T10:14:34.842Z,138,,Aaron Eisenbarth,Monster
2022-07-28T10:14:34.842Z,138,,Aaron Eisenbarth,OMB
2022-07-28T10:14:34.842Z,138,,Aaron Eisenbarth,OPM
2022-07-28T10:14:34.842Z,138,,Aaron Eisenbarth,USDS
2022-07-28T10:14:34.842Z,138,,Aaron Eisenbarth,announcement
2022-07-28T10:14:34.842Z,138,,Aaron Eisenbarth,application
2022-07-28T10:14:34.842Z,138,,Aaron Eisenbarth,assessment
2022-07-28T10:14:34.842Z,138,,Aaron Eisenbarth,hiring
2022-07-28T10:14:34.842Z,138,,Aaron Eisenbarth,selection
2022-07-28T10:14:34.842Z,138,,Aaron Eisenbarth,<nil>
2016-01-21,General Services Administration,,Usha Gopal,Awards
2016-01-21,General Services Administration,,Usha Gopal,Contracts
2016-01-21,General Services Administration,,Usha Gopal,Quote
2016-01-21,General Services Administration,,Usha Gopal,RFQ
2016-01-21,General Services Administration,,Usha Gopal,Schedules
2016-01-21,General Services Administration,,Usha Gopal,e-Buy
2016-01-21,General Services Administration,,Usha Gopal,procurement
2016-01-21,General Services Administration,,Usha Gopal,<nil>
2018-11-15,General Services Administration,,Nancy V Hexmoor,p-card
2018-11-15,General Services Administration,,Nancy V Hexmoor,purchase card
2018-11-15,General Services Administration,,Nancy V Hexmoor,purchase card transactions
2018-11-15,General Services Administration,,Nancy V Hexmoor,transactions
2018-11-15,General Services Administration,,Nancy V Hexmoor,<nil>
2018-11-15,General Services Administration,,James G Parks,BOCA
2018-11-15,General Services Administration,,James G Parks,Contract Board
2018-11-15,General Services Administration,,James G Parks,GSA SmartPay
2018-11-15,General Services Administration,,James G Parks,Purchase Card
2018-11-15,General Services Administration,,James G Parks,Transactions
2018-11-15,General Services Administration,,James G Parks,<nil>
2022-02-14T13:34:41.515Z,Federal Acquisition Service,Federal Acquisition Service,Toni L Holloway,Networx
2022-02-14T13:34:41.515Z,Federal Acquisition Service,Federal Acquisition Service,Toni L Holloway,<nil>
2021-03-18T17:45:52.044Z,Federal Acquisition Service,Federal Acquisition Service,Jon Bearscove,contract
2021-03-18T17:45:52.044Z,Federal Acquisition Service,Federal Acquisition Service,Jon Bearscove,contractor
2021-03-18T17:45:52.044Z,Federal Acquisition Service,Federal Acquisition Service,Jon Bearscove,covid
2021-03-18T17:45:52.044Z,Federal Acquisition Service,Federal Acquisition Service,Jon Bearscove,naics
2021-03-18T17:45:52.044Z,Federal Acquisition Service,Federal Acquisition Service,Jon Bearscove,sin
2021-03-18T17:45:52.044Z,Federal Acquisition Service,Federal Acquisition Service,Jon Bearscove,support services
2021-03-18T17:45:52.044Z,Federal Acquisition Service,Federal Acquisition Service,Jon Bearscove,tribal entities
2021-03-18T17:45:52.044Z,Federal Acquisition Service,Federal Acquisition Service,Jon Bearscove,<nil>
2019-06-12,General Services Administration,,Toni L Holloway,Contract
2019-06-12,General Services Administration,,Toni L Holloway,Networx Telecommunications
2019-06-12,General Services Administration,,Toni L Holloway,Telecommunications
2019-06-12,General Services Administration,,Toni L Holloway,<nil>
2016-02-23,General Services Administration,,Marvin Wilber Somers,Purchase Card
2016-02-23,General Services Administration,,Marvin Wilber Somers,Travel Program
2016-02-23,General Services Administration,,Marvin Wilber Somers,<nil>
2016-12-01,Technology Transformation Service,General Services Administration,Eric Mill,18F
2016-12-01,Technology Transformation Service,General Services Administration,Eric Mill,government
2016-12-01,Technology Transformation Service,General Services Administration,Eric Mill,https
2016-12-01,Technology Transformation Service,General Services Administration,Eric Mill,pulse
2016-12-01,Technology Transformation Service,General Services Administration,Eric Mill,<nil>
2016-08-01,General Services Administration,,Hyon Joo Kim,Data.gov Analytics
2016-08-01,General Services Administration,,Hyon Joo Kim,metrics
2016-08-01,General Services Administration,,Hyon Joo Kim,<nil>
2016-08-01,General Services Administration,,Hyon Joo Kim,data.gov
2016-08-01,General Services Administration,,Hyon Joo Kim,data.gov analytics
2016-08-01,General Services Administration,,Hyon Joo Kim,metrics
2016-08-01,General Services Administration,,Hyon Joo Kim,<nil>
2016-08-01,General Services Administration,,Hyon Joo Kim,Data.gov Metrics
2016-08-01,General Services Administration,,Hyon Joo Kim,Data.gov Stats
2016-08-01,General Services Administration,,Hyon Joo Kim,<nil>
2016-08-01,General Services Administration,,Hyon Joo Kim,Data.gov Metrics
2016-08-01,General Services Administration,,Hyon Joo Kim,Data.gov Stats
2016-08-01,General Services Administration,,Hyon Joo Kim,<nil>
2016-12-01,Technology Transformation Service,General Services Administration,Eric Mill,18F
2016-12-01,Technology Transformation Service,General Services Administration,Eric Mill,analytics
2016-12-01,Technology Transformation Service,General Services Administration,Eric Mill,pulse
2016-12-01,Technology Transformation Service,General Services Administration,Eric Mill,<nil>
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,18F
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,analytics
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,browser
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,visitors
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,<nil>
2016-12-01,Technology Transformation Service,General Services Administration,Amanda Robinson,18F
2016-12-01,Technology Transformation Service,General Services Administration,Amanda Robinson,documentation
2016-12-01,Technology Transformation Service,General Services Administration,Amanda Robinson,<nil>
2018-11-15,General Services Administration,,Nancy V Hexmoor,january
2018-11-15,General Services Administration,,Nancy V Hexmoor,march
2018-11-15,General Services Administration,,Nancy V Hexmoor,purchase card
2018-11-15,General Services Administration,,Nancy V Hexmoor,transactions
2018-11-15,General Services Administration,,Nancy V Hexmoor,<nil>
2022-02-02T18:47:08.231Z,Technology Transformation Service,Technology Transformation Service,Timothy Lowden,18F
2022-02-02T18:47:08.231Z,Technology Transformation Service,Technology Transformation Service,Timothy Lowden,analytics
2022-02-02T18:47:08.231Z,Technology Transformation Service,Technology Transformation Service,Timothy Lowden,visitors
2022-02-02T18:47:08.231Z,Technology Transformation Service,Technology Transformation Service,Timothy Lowden,<nil>
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,18F
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,analytics
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,government
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,visitors
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,websites
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,<nil>
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,18F
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,analytics
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,desktop
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,mobile
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,tablet
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,visitors
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,websites
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,<nil>
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,18F
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,analytics
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,operating systems
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,visitors
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,<nil>
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,18F
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,analytics
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,version
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,visitors
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,windows
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,<nil>
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,18F
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,analytics
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,internet explorer
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,version
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,visitors
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,<nil>
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,18F
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,analytics
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,pages
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,ranked
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,top
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,visitors
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,<nil>
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,18F
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,analytics
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,domains
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,top
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,visitors
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,<nil>
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,18F
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,analytics
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,domains
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,top
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,visitors
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,<nil>
2018-09-24,Technology Transformation Service,General Services Administration,Kelly Bailey,18F
2018-09-24,Technology Transformation Service,General Services Administration,Kelly Bailey,api
2018-09-24,Technology Transformation Service,General Services Administration,Kelly Bailey,gsa
2018-09-24,Technology Transformation Service,General Services Administration,Kelly Bailey,oasis
2018-09-24,Technology Transformation Service,General Services Administration,Kelly Bailey,procurement
2018-09-24,Technology Transformation Service,General Services Administration,Kelly Bailey,web service
2018-09-24,Technology Transformation Service,General Services Administration,Kelly Bailey,<nil>
2016-12-01,Technology Transformation Service,General Services Administration,Gray Brooks,18F
2016-12-01,Technology Transformation Service,General Services Administration,Gray Brooks,administration
2016-12-01,Technology Transformation Service,General Services Administration,Gray Brooks,api
2016-12-01,Technology Transformation Service,General Services Administration,Gray Brooks,shared service
2016-12-01,Technology Transformation Service,General Services Administration,Gray Brooks,<nil>
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,18F
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,analytics
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,visitors
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,websites
2016-12-01,Technology Transformation Service,General Services Administration,Timothy Lowden,<nil>
2018-09-24,Technology Transformation Service,General Services Administration,Kelly Bailey,18F
2018-09-24,Technology Transformation Service,General Services Administration,Kelly Bailey,api
2018-09-24,Technology Transformation Service,General Services Administration,Kelly Bailey,calc
2018-09-24,Technology Transformation Service,General Services Administration,Kelly Bailey,labor
2018-09-24,Technology Transformation Service,General Services Administration,Kelly Bailey,procurement
2018-09-24,Technology Transformation Service,General Services Administration,Kelly Bailey,<nil>
2018-02-28,General Services Administration,,Mick Harris,FITARA
2018-02-28,General Services Administration,,Mick Harris,GSA
2018-02-28,General Services Administration,,Mick Harris,Milestones
2018-02-28,General Services Administration,,Mick Harris,fitaramilestones.json
2018-02-28,General Services Administration,,Mick Harris,<nil>
2018-11-15,General Services Administration,,James G Parks,BOCA
2018-11-15,General Services Administration,,James G Parks,Board of Contract Appeals
2018-11-15,General Services Administration,,James G Parks,GSA SmartPay
2018-11-15,General Services Administration,,James G Parks,Purchase Card
2018-11-15,General Services Administration,,James G Parks,Transactions
2018-11-15,General Services Administration,,James G Parks,<nil>
2021-03-25T17:26:22.917Z,Federal Acquisition Service,Federal Acquisition Service,Beang Tong,category
2021-03-25T17:26:22.917Z,Federal Acquisition Service,Federal Acquisition Service,Beang Tong,contract
2021-03-25T17:26:22.917Z,Federal Acquisition Service,Federal Acquisition Service,Beang Tong,contracting
2021-03-25T17:26:22.917Z,Federal Acquisition Service,Federal Acquisition Service,Beang Tong,contractor
2021-03-25T17:26:22.917Z,Federal Acquisition Service,Federal Acquisition Service,Beang Tong,covid
2021-03-25T17:26:22.917Z,Federal Acquisition Service,Federal Acquisition Service,Beang Tong,naics
2021-03-25T17:26:22.917Z,Federal Acquisition Service,Federal Acquisition Service,Beang Tong,obligation
2021-03-25T17:26:22.917Z,Federal Acquisition Service,Federal Acquisition Service,Beang Tong,procurement
2021-03-25T17:26:22.917Z,Federal Acquisition Service,Federal Acquisition Service,Beang Tong,psc
2021-03-25T17:26:22.917Z,Federal Acquisition Service,Federal Acquisition Service,Beang Tong,sin
2021-03-25T17:26:22.917Z,Federal Acquisition Service,Federal Acquisition Service,Beang Tong,small business
2021-03-25T17:26:22.917Z,Federal Acquisition Service,Federal Acquisition Service,Beang Tong,socioeconomic
2021-03-25T17:26:22.917Z,Federal Acquisition Service,Federal Acquisition Service,Beang Tong,support services
2021-03-25T17:26:22.917Z,Federal Acquisition Service,Federal Acquisition Service,Beang Tong,<nil>
2021-03-22T20:15:58.771Z,Office of Customer Experience,Office of Customer Experience,Camille Tucker,GSA
2021-03-22T20:15:58.771Z,Office of Customer Experience,Office of Customer Experience,Camille Tucker,IT support
2021-03-22T20:15:58.771Z,Office of Customer Experience,Office of Customer Experience,Camille Tucker,acquisition management
2021-03-22T20:15:58.771Z,Office of Customer Experience,Office of Customer Experience,Camille Tucker,employee engagement
2021-03-22T20:15:58.771Z,Office of Customer Experience,Office of Customer Experience,Camille Tucker,financial management
2021-03-22T20:15:58.771Z,Office of Customer Experience,Office of Customer Experience,Camille Tucker,hr
2021-03-22T20:15:58.771Z,Office of Customer Experience,Office of Customer Experience,Camille Tucker,support services
2021-03-22T20:15:58.771Z,Office of Customer Experience,Office of Customer Experience,Camille Tucker,survey
2021-03-22T20:15:58.771Z,Office of Customer Experience,Office of Customer Experience,Camille Tucker,<nil>
2016-12-01,Technology Transformation Service,General Services Administration,Matthew Goodrich,18F
2016-12-01,Technology Transformation Service,General Services Administration,Matthew Goodrich,FISMA
2016-12-01,Technology Transformation Service,General Services Administration,Matthew Goodrich,FedRAMP
2016-12-01,Technology Transformation Service,General Services Administration,Matthew Goodrich,cloud
2016-12-01,Technology Transformation Service,General Services Administration,Matthew Goodrich,cloud service providers
2016-12-01,Technology Transformation Service,General Services Administration,Matthew Goodrich,<nil>
2021-03-23T14:49:03.654Z,Office of Customer Experience,General Services Administration,Camille Tucker,IT support
2021-03-23T14:49:03.654Z,Office of Customer Experience,General Services Administration,Camille Tucker,acquisition management
2021-03-23T14:49:03.654Z,Office of Customer Experience,General Services Administration,Camille Tucker,employee engagement
2021-03-23T14:49:03.654Z,Office of Customer Experience,General Services Administration,Camille Tucker,financial management
2021-03-23T14:49:03.654Z,Office of Customer Experience,General Services Administration,Camille Tucker,gsa
2021-03-23T14:49:03.654Z,Office of Customer Experience,General Services Administration,Camille Tucker,hr
2021-03-23T14:49:03.654Z,Office of Customer Experience,General Services Administration,Camille Tucker,support services
2021-03-23T14:49:03.654Z,Office of Customer Experience,General Services Administration,Camille Tucker,survey
2021-03-23T14:49:03.654Z,Office of Customer Experience,General Services Administration,Camille Tucker,<nil>
2018-11-15,General Services Administration,,Nancy V Hexmoor,april
2018-11-15,General Services Administration,,Nancy V Hexmoor,june
2018-11-15,General Services Administration,,Nancy V Hexmoor,may
2018-11-15,General Services Administration,,Nancy V Hexmoor,purchase card
2018-11-15,General Services Administration,,Nancy V Hexmoor,transactions
2018-11-15,General Services Administration,,Nancy V Hexmoor,<nil>
2019-06-12,General Services Administration,,Toni L Holloway,Contract
2019-06-12,General Services Administration,,Toni L Holloway,Networx Telecommunications
2019-06-12,General Services Administration,,Toni L Holloway,Telecommunications
2019-06-12,General Services Administration,,Toni L Holloway,<nil>
2021-03-23T14:38:22.805Z,Office of Customer Experience,General Services Administration,Camille Tucker,IT support
2021-03-23T14:38:22.805Z,Office of Customer Experience,General Services Administration,Camille Tucker,acquisition management
2021-03-23T14:38:22.805Z,Office of Customer Experience,General Services Administration,Camille Tucker,employee engagement
2021-03-23T14:38:22.805Z,Office of Customer Experience,General Services Administration,Camille Tucker,financial management
2021-03-23T14:38:22.805Z,Office of Customer Experience,General Services Administration,Camille Tucker,gsa
2021-03-23T14:38:22.805Z,Office of Customer Experience,General Services Administration,Camille Tucker,hr
2021-03-23T14:38:22.805Z,Office of Customer Experience,General Services Administration,Camille Tucker,support services
2021-03-23T14:38:22.805Z,Office of Customer Experience,General Services Administration,Camille Tucker,survey
2021-03-23T14:38:22.805Z,Office of Customer Experience,General Services Administration,Camille Tucker,<nil>
2016-09-27,General Services Administration,,Jonah Hatfield,IT roadmap
2016-09-27,General Services Administration,,Jonah Hatfield,Roadmap
2016-09-27,General Services Administration,,Jonah Hatfield,enterprise roadmap
2016-09-27,General Services Administration,,Jonah Hatfield,<nil>
2018-02-28,General Services Administration,,Teresa Curtis,DCOI
2018-02-28,General Services Administration,,Teresa Curtis,DCOI strategic plan
2018-02-28,General Services Administration,,Teresa Curtis,data center
2018-02-28,General Services Administration,,Teresa Curtis,data center optimization
2018-02-28,General Services Administration,,Teresa Curtis,fdcci
2018-02-28,General Services Administration,,Teresa Curtis,strategic plan
2018-02-28,General Services Administration,,Teresa Curtis,<nil>
2016-09-28,General Services Administration,,Usha Gopal,Awards
2016-09-28,General Services Administration,,Usha Gopal,Contracts
2016-09-28,General Services Administration,,Usha Gopal,Quote
2016-09-28,General Services Administration,,Usha Gopal,RFQ
2016-09-28,General Services Administration,,Usha Gopal,Schedules
2016-09-28,General Services Administration,,Usha Gopal,e-Buy
2016-09-28,General Services Administration,,Usha Gopal,procurement
2016-09-28,General Services Administration,,Usha Gopal,<nil>
2021-03-29T14:49:52.059Z,Federal Acquisition Service,Federal Acquisition Service,Ryan Hall,FEDSIM
2021-03-29T14:49:52.059Z,Federal Acquisition Service,Federal Acquisition Service,Ryan Hall,opportunities
2021-03-29T14:49:52.059Z,Federal Acquisition Service,Federal Acquisition Service,Ryan Hall,<nil>
2018-11-15,General Services Administration,,Nancy V Hexmoor,august
2018-11-15,General Services Administration,,Nancy V Hexmoor,july
2018-11-15,General Services Administration,,Nancy V Hexmoor,purchase card
2018-11-15,General Services Administration,,Nancy V Hexmoor,september
2018-11-15,General Services Administration,,Nancy V Hexmoor,transactions
2018-11-15,General Services Administration,,Nancy V Hexmoor,<nil>
2018-11-15,General Services Administration,,James G Parks,BOCA
2018-11-15,General Services Administration,,James G Parks,GSA SmartPay
2018-11-15,General Services Administration,,James G Parks,Purchase Card
2018-11-15,General Services Administration,,James G Parks,Transactions
2018-11-15,General Services Administration,,James G Parks,<nil>
2018-11-15,General Services Administration,,James G Parks,BOCA
2018-11-15,General Services Administration,,James G Parks,Contract Board
2018-11-15,General Services Administration,,James G Parks,GSA SmartPay
2018-11-15,General Services Administration,,James G Parks,Purchase Card
2018-11-15,General Services Administration,,James G Parks,Transactions
2018-11-15,General Services Administration,,James G Parks,<nil>
2021-03-25T16:31:46.260Z,Federal Acquisition Service,Federal Acquisition Service,Loren Smith,EIS
2021-03-25T16:31:46.260Z,Federal Acquisition Service,Federal Acquisition Service,Loren Smith,business-volume
2021-03-25T16:31:46.260Z,Federal Acquisition Service,Federal Acquisition Service,Loren Smith,enterprise-infrastructure
2021-03-25T16:31:46.260Z,Federal Acquisition Service,Federal Acquisition Service,Loren Smith,gsa
2021-03-25T16:31:46.260Z,Federal Acquisition Service,Federal Acquisition Service,Loren Smith,telecommunications
2021-03-25T16:31:46.260Z,Federal Acquisition Service,Federal Acquisition Service,Loren Smith,<nil>
2019-01-30,General Services Administration,,Karen Overall,Agency IT Policy Archive
2019-01-30,General Services Administration,,Karen Overall,IT policy archive
2019-01-30,General Services Administration,,Karen Overall,policy archive
2019-01-30,General Services Administration,,Karen Overall,<nil>
2019-06-12,General Services Administration,,Toni L Holloway,Contract
2019-06-12,General Services Administration,,Toni L Holloway,Networx Telecommunications
2019-06-12,General Services Administration,,Toni L Holloway,Telecommunications
2019-06-12,General Services Administration,,Toni L Holloway,<nil>
2016-12-01,Office of the Chief Technology Officer,General Services Administration,Chris Campbell,GSA
2016-12-01,Office of the Chief Technology Officer,General Services Administration,Chris Campbell,SaaS
2016-12-01,Office of the Chief Technology Officer,General Services Administration,Chris Campbell,approvals
2016-12-01,Office of the Chief Technology Officer,General Services Administration,Chris Campbell,compliance
2016-12-01,Office of the Chief Technology Officer,General Services Administration,Chris Campbell,software
2016-12-01,Office of the Chief Technology Officer,General Services Administration,Chris Campbell,<nil>
2017-01-10,General Services Administration,,Usha Gopal,Awards
2017-01-10,General Services Administration,,Usha Gopal,Contracts
2017-01-10,General Services Administration,,Usha Gopal,Quote
2017-01-10,General Services Administration,,Usha Gopal,RFQ
2017-01-10,General Services Administration,,Usha Gopal,Schedules
2017-01-10,General Services Administration,,Usha Gopal,e-Buy
2017-01-10,General Services Administration,,Usha Gopal,procurement
2017-01-10,General Services Administration,,Usha Gopal,<nil>
2021-03-30T14:38:07.484Z,Federal Acquisition Service,General Services Administration,Sven Carlson,10x10
2021-03-30T14:38:07.484Z,Federal Acquisition Service,General Services Administration,Sven Carlson,CASE
2021-03-30T14:38:07.484Z,Federal Acquisition Service,General Services Administration,Sven Carlson,open market
2021-03-30T14:38:07.484Z,Federal Acquisition Service,General Services Administration,Sven Carlson,<nil>
2021-03-30T14:45:49.143Z,Federal Acquisition Service,General Services Administration,Sven Carlson,10x10
2021-03-30T14:45:49.143Z,Federal Acquisition Service,General Services Administration,Sven Carlson,CASE
2021-03-30T14:45:49.143Z,Federal Acquisition Service,General Services Administration,Sven Carlson,open market
2021-03-30T14:45:49.143Z,Federal Acquisition Service,General Services Administration,Sven Carlson,<nil>
2021-03-30T15:14:53.668Z,Federal Acquisition Service,General Services Administration,Kristen Wilson,award
2021-03-30T15:14:53.668Z,Federal Acquisition Service,General Services Administration,Kristen Wilson,category management
2021-03-30T15:14:53.668Z,Federal Acquisition Service,General Services Administration,Kristen Wilson,contract
2021-03-30T15:14:53.668Z,Federal Acquisition Service,General Services Administration,Kristen Wilson,exploration
2021-03-30T15:14:53.668Z,Federal Acquisition Service,General Services Administration,Kristen Wilson,obligation
2021-03-30T15:14:53.668Z,Federal Acquisition Service,General Services Administration,Kristen Wilson,vendor
2021-03-30T15:14:53.668Z,Federal Acquisition Service,General Services Administration,Kristen Wilson,<nil>
2021-03-30T15:24:06.013Z,Federal Acquisition Service,General Services Administration,Kristen Wilson,category management
2021-03-30T15:24:06.013Z,Federal Acquisition Service,General Services Administration,Kristen Wilson,contract
2021-03-30T15:24:06.013Z,Federal Acquisition Service,General Services Administration,Kristen Wilson,contract inventory
2021-03-30T15:24:06.013Z,Federal Acquisition Service,General Services Administration,Kristen Wilson,exploration
2021-03-30T15:24:06.013Z,Federal Acquisition Service,General Services Administration,Kristen Wilson,vendor
2021-03-30T15:24:06.013Z,Federal Acquisition Service,General Services Administration,Kristen Wilson,<nil>
2021-03-30T15:49:31.045Z,Federal Acquisition Service,General Services Administration,Lloyd Aucoin,contracts
2021-03-30T15:49:31.045Z,Federal Acquisition Service,General Services Administration,Lloyd Aucoin,global supply
2021-03-30T15:49:31.045Z,Federal Acquisition Service,General Services Administration,Lloyd Aucoin,on time metrics
2021-03-30T15:49:31.045Z,Federal Acquisition Service,General Services Administration,Lloyd Aucoin,shipment data
2021-03-30T15:49:31.045Z,Federal Acquisition Service,General Services Administration,Lloyd Aucoin,transactions
2021-03-30T15:49:31.045Z,Federal Acquisition Service,General Services Administration,Lloyd Aucoin,<nil>
2018-11-15,General Services Administration,,Nancy V Hexmoor,december
2018-11-15,General Services Administration,,Nancy V Hexmoor,november
2018-11-15,General Services Administration,,Nancy V Hexmoor,october
2018-11-15,General Services Administration,,Nancy V Hexmoor,purchase card
2018-11-15,General Services Administration,,Nancy V Hexmoor,transactions
2018-11-15,General Services Administration,,Nancy V Hexmoor,<nil>
2018-11-15,General Services Administration,,James G Parks,BOCA
2018-11-15,General Services Administration,,James G Parks,Contract Board
2018-11-15,General Services Administration,,James G Parks,GSA SmartPay
2018-11-15,General Services Administration,,James G Parks,Purchase Card
2018-11-15,General Services Administration,,James G Parks,Transactions
2018-11-15,General Services Administration,,James G Parks,<nil>
2018-11-15,General Services Administration,,Toni L Holloway,Contract
2018-11-15,General Services Administration,,Toni L Holloway,Networx Telecommunications
2018-11-15,General Services Administration,,Toni L Holloway,Telecommunications
2018-11-15,General Services Administration,,Toni L Holloway,<nil>
2019-08-19,General Services Administration,,Toni L Holloway,Contract
2019-08-19,General Services Administration,,Toni L Holloway,Networx Telecommunications
2019-08-19,General Services Administration,,Toni L Holloway,Telecommunications
2019-08-19,General Services Administration,,Toni L Holloway,<nil>
2020-02-04,General Services Administration,,Nancy V Hexmoor,august
2020-02-04,General Services Administration,,Nancy V Hexmoor,july
2020-02-04,General Services Administration,,Nancy V Hexmoor,purchase card
2020-02-04,General Services Administration,,Nancy V Hexmoor,september
2020-02-04,General Services Administration,,Nancy V Hexmoor,transactions
2020-02-04,General Services Administration,,Nancy V Hexmoor,<nil>
2018-11-15,General Services Administration,,Nancy V Hexmoor,february
2018-11-15,General Services Administration,,Nancy V Hexmoor,january
2018-11-15,General Services Administration,,Nancy V Hexmoor,march
2018-11-15,General Services Administration,,Nancy V Hexmoor,purchase card
2018-11-15,General Services Administration,,Nancy V Hexmoor,transactions
2018-11-15,General Services Administration,,Nancy V Hexmoor,<nil>
2018-11-15,General Services Administration,,James G Parks,BOCA
2018-11-15,General Services Administration,,James G Parks,Contract Board
2018-11-15,General Services Administration,,James G Parks,GSA SmartPay
2018-11-15,General Services Administration,,James G Parks,Purchase Card
2018-11-15,General Services Administration,,James G Parks,Transactions
2018-11-15,General Services Administration,,James G Parks,<nil>
2018-11-15,General Services Administration,,Toni L Holloway,Contract
2018-11-15,General Services Administration,,Toni L Holloway,Networx Telecommunications
2018-11-15,General Services Administration,,Toni L Holloway,Telecommunications
2018-11-15,General Services Administration,,Toni L Holloway,<nil>
2017-06-08,GSA IT,,Chris Campbell,Enterprise Architecture
2017-06-08,GSA IT,,Chris Campbell,GEAR
2017-06-08,GSA IT,,Chris Campbell,GEAR API
2017-06-08,GSA IT,,Chris Campbell,GSA EA
2017-06-08,GSA IT,,Chris Campbell,<nil>
2021-11-05T13:54:47.294Z,Office of Government-wide Policy,Office of Government-wide Policy,Elizabeth Fahey,FRPP
2021-11-05T13:54:47.294Z,Office of Government-wide Policy,Office of Government-wide Policy,Elizabeth Fahey,Federal Real Property Profile
